year,season,crop,region,district,irrigation,land_area_ha,fertilizer_kg,rainfall_mm,farmer_experience_yrs,yield_t_ha,production_kg,price_rs_per_kg,total_revenue_rs
2020,Maha,Brinjal,Low country,Kurunegala,Rainfed,0.133,15.8,84.0,13,8.785,1175.2,136.61,160544.07
2017,Yala,Beetroot,Up country,Badulla,Rainfed,0.501,106.8,94.6,3,15.544,7480.4,58.91,440670.36
2022,Yala,Ash plantain,Low country,Kurunegala,Irrigated,0.323,60.7,179.5,7,12.562,3893.1,85.38,332392.88
2016,Yala,Beetroot,Up country,Kandy,Irrigated,0.975,53.4,212.0,2,19.278,19168.8,43.24,828858.91
2019,Yala,Cucumber,Low country,Ratnapura,Irrigated,0.615,87.4,178.7,18,9.156,5650.5,46.63,263482.82
2022,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.289,53.8,157.6,0,11.377,3349.3,93.91,314532.76
2017,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,0.092,14.8,177.5,14,31.781,3014.3,112.16,338083.89
2019,Yala,Carrot,Up country,Kandy,Irrigated,0.124,16.5,219.9,19,26.277,3383.4,154.35,522227.79
2023,Yala,Luffa,Low country,Kurunegala,Irrigated,0.323,42.9,172.2,8,10.295,3051.2,142.6,435101.12
2020,Maha,Red pumpkin,Low country,Kalutara,Rainfed,0.495,75.3,179.8,14,12.911,6648.4,68.79,457343.44
2019,Yala,Capsicum,Low country,Kalutara,Irrigated,0.332,49.9,10.0,16,11.838,4064.0,167.6,681126.4
2021,Maha,Cucumber,Low country,Kurunegala,Irrigated,0.86,127.9,120.5,12,10.152,8803.8,48.37,425839.81
2016,Maha,Carrot,Up country,Kandy,Rainfed,0.766,109.1,198.7,4,20.536,14754.2,80.52,1188008.18
2017,Maha,Luffa,Low country,Kalutara,Irrigated,0.713,112.6,78.9,0,13.721,9776.1,62.09,606998.05
2018,Yala,Ash pumpkin,Low country,Ratnapura,Irrigated,1.321,223.6,301.9,23,16.604,21704.2,35.5,770499.1
2020,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,0.735,157.0,128.7,0,16.75,12263.5,88.01,1079310.64
2022,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,0.381,49.3,191.0,7,15.411,5601.3,115.27,645661.85
2021,Maha,Beetroot,Up country,Badulla,Irrigated,0.393,63.8,96.8,2,12.047,4499.7,100.28,451229.92
2019,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,0.632,77.2,98.0,0,15.466,9860.6,68.36,674070.62
2020,Yala,Beetroot,Up country,Nuwara Eliya,Rainfed,0.272,25.1,216.6,22,19.32,4987.5,87.22,435009.75
2019,Maha,Luffa,Low country,Ratnapura,Irrigated,0.071,9.4,156.1,21,8.66,643.3,137.63,88537.38
2024,Yala,Cabbage,Up country,Badulla,Irrigated,1.594,245.7,135.4,4,27.971,43235.8,65.34,2825027.17
2021,Yala,Ladies fingers,Low country,Gampaha,Rainfed,0.5,86.5,91.7,17,8.739,4380.9,76.02,333036.02
2020,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.288,38.6,182.5,5,11.629,3299.6,176.26,581587.5
2021,Yala,Beetroot,Up country,Badulla,Irrigated,0.258,25.2,140.7,2,12.376,3076.5,100.11,307988.41
2017,Yala,Snake gourd,Low country,Ratnapura,Irrigated,1.096,145.4,169.7,16,15.883,17170.1,45.89,787935.89
2021,Maha,Luffa,Low country,Kurunegala,Irrigated,0.477,54.7,163.0,11,12.172,6116.5,95.38,583391.77
2020,Yala,Leeks,Up country,Nuwara Eliya,Irrigated,0.768,93.6,196.0,5,35.253,27735.1,58.69,1627773.02
2020,Maha,Ash pumpkin,Low country,Ratnapura,Irrigated,0.079,12.6,210.5,15,20.168,1609.9,79.58,128115.84
2022,Yala,Cucumber,Low country,Ratnapura,Rainfed,0.532,116.1,163.0,18,12.065,6304.2,46.41,292577.92
2021,Yala,Radish,Up country,Nuwara Eliya,Rainfed,1.194,264.1,137.2,0,14.605,17320.3,36.29,628553.69
2017,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.308,52.8,164.7,13,24.001,7640.1,36.0,275043.6
2017,Yala,Cucumber,Low country,Ratnapura,Irrigated,0.212,36.0,174.5,9,12.772,2764.8,42.47,117421.06
2022,Yala,Ash pumpkin,Low country,Kalutara,Irrigated,0.322,26.7,143.5,8,14.91,4869.6,62.6,304836.96
2022,Maha,Ash pumpkin,Low country,Kalutara,Irrigated,0.084,13.8,152.8,22,24.374,2144.4,88.29,189329.08
2024,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.473,113.9,188.4,23,17.734,8503.6,69.56,591510.42
2021,Yala,Cucumber,Low country,Kurunegala,Irrigated,0.22,24.3,208.1,11,15.28,3507.8,60.31,211555.42
2023,Maha,Luffa,Low country,Ratnapura,Irrigated,0.433,50.5,279.5,15,14.243,6276.6,120.35,755388.81
2022,Maha,Knol-khol,Up country,Kandy,Irrigated,1.029,131.9,234.7,11,9.702,10292.9,66.4,683448.56
2018,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.193,16.1,199.4,7,15.874,2942.6,79.14,232877.36
2020,Maha,Leeks,Up country,Badulla,Irrigated,0.404,49.6,109.0,24,27.155,11523.7,75.36,868426.03
2021,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,1.122,172.3,90.8,11,13.564,15194.4,54.21,823688.42
2024,Maha,Beetroot,Up country,Kandy,Rainfed,0.681,120.2,114.9,16,12.182,8242.4,114.17,941034.81
2023,Yala,Bean (green),Up country,Badulla,Rainfed,1.204,194.6,293.6,3,12.452,14755.4,106.7,1574401.18
2017,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.219,24.5,139.2,15,21.634,4769.1,88.48,421969.97
2019,Yala,Knol-khol,Up country,Badulla,Irrigated,0.139,19.4,148.8,6,14.967,2059.0,86.72,178556.48
2019,Maha,Carrot,Up country,Badulla,Irrigated,0.585,99.7,43.6,15,23.408,14337.3,95.7,1372079.61
2022,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.242,34.0,227.2,0,15.29,3509.5,75.84,266160.48
2016,Maha,Ash pumpkin,Low country,Kurunegala,Rainfed,0.309,48.2,173.6,5,19.114,5994.7,44.89,269102.08
2018,Yala,Bitter gourd,Low country,Gampaha,Irrigated,0.99,35.2,168.1,11,14.471,14493.4,86.5,1253679.1
2016,Maha,Carrot,Up country,Kandy,Rainfed,0.173,27.1,212.4,3,17.826,3092.4,117.99,364872.28
2019,Maha,Beetroot,Up country,Badulla,Irrigated,0.465,66.6,260.5,1,12.509,5661.1,88.11,498799.52
2024,Maha,Ash plantain,Low country,Ratnapura,Rainfed,0.287,40.4,297.5,23,9.4,2625.3,111.36,292353.41
2021,Maha,Ladies fingers,Low country,Gampaha,Irrigated,0.107,14.1,140.0,17,13.698,1515.7,98.77,149705.69
2016,Maha,Tomato,Up country,Nuwara Eliya,Irrigated,0.443,72.3,195.0,18,13.92,6282.0,77.86,489116.52
2024,Yala,Red pumpkin,Low country,Kurunegala,Rainfed,0.792,174.3,199.5,18,11.022,8252.9,92.5,763393.25
2022,Yala,Carrot,Up country,Kandy,Irrigated,0.36,47.3,177.9,3,27.272,9970.1,138.53,1381157.95
2017,Yala,Capsicum,Low country,Gampaha,Irrigated,0.904,133.6,115.4,8,10.06,9101.2,109.45,996126.34
2022,Yala,Tomato,Up country,Nuwara Eliya,Rainfed,0.276,38.6,184.4,6,19.607,5503.1,117.74,647934.99
2017,Yala,Tomato,Up country,Badulla,Irrigated,0.195,14.3,166.7,0,18.253,3737.4,96.0,358790.4
2018,Maha,Red pumpkin,Low country,Gampaha,Irrigated,0.272,49.4,195.2,18,13.208,3440.5,64.99,223598.09
2016,Maha,Leeks,Up country,Nuwara Eliya,Rainfed,0.188,42.6,50.1,31,21.349,4226.6,96.12,406260.79
2024,Maha,Capsicum,Low country,Gampaha,Irrigated,0.193,30.7,221.8,12,10.095,1977.5,323.32,639365.3
2024,Maha,Brinjal,Low country,Ratnapura,Irrigated,0.704,88.1,197.2,19,9.698,6709.9,108.97,731177.8
2018,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,0.488,75.7,129.6,4,26.497,12906.7,71.88,927733.6
2022,Maha,Carrot,Up country,Badulla,Irrigated,4.034,851.8,153.9,16,16.086,65876.2,90.7,5974971.34
2018,Yala,Cucumber,Low country,Kalutara,Irrigated,0.098,12.6,100.1,15,9.77,920.9,66.22,60982.0
2018,Maha,Capsicum,Low country,Kalutara,Rainfed,0.957,148.9,126.2,9,7.956,7727.6,133.88,1034571.09
2017,Yala,Carrot,Up country,Badulla,Irrigated,0.247,37.9,98.2,18,16.043,4083.0,126.89,518091.87
2021,Maha,Red pumpkin,Low country,Kalutara,Irrigated,0.272,41.0,78.1,16,13.729,3858.9,77.92,300685.49
2022,Maha,Brinjal,Low country,Ratnapura,Rainfed,0.076,17.0,88.8,19,13.228,1053.6,158.9,167417.04
2017,Yala,Luffa,Low country,Ratnapura,Irrigated,0.251,40.4,69.0,9,13.162,3379.6,80.78,273004.09
2024,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.898,185.7,125.9,5,15.715,13362.6,84.06,1123260.16
2016,Maha,Ash pumpkin,Low country,Gampaha,Rainfed,0.326,54.5,193.6,21,14.57,4981.8,39.68,197677.82
2018,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.318,54.4,156.8,13,7.362,2268.6,76.05,172527.03
2021,Maha,Red pumpkin,Low country,Kurunegala,Irrigated,0.511,105.4,109.1,28,13.136,6388.7,71.97,459794.74
2017,Maha,Snake gourd,Low country,Gampaha,Irrigated,0.397,47.1,142.5,7,13.084,5247.9,66.91,351136.99
2023,Maha,Cucumber,Low country,Gampaha,Irrigated,0.351,55.6,245.2,13,12.269,4249.6,68.86,292627.46
2019,Yala,Knol-khol,Up country,Badulla,Irrigated,0.389,39.5,289.9,18,18.483,7023.7,65.12,457383.34
2024,Yala,Leeks,Up country,Nuwara Eliya,Rainfed,1.776,126.2,213.6,9,18.765,32871.7,90.35,2969958.1
2017,Maha,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.296,37.0,213.4,15,11.853,3454.0,61.08,210970.32
2024,Maha,Tomato,Up country,Kandy,Rainfed,0.162,23.2,150.8,17,14.77,2340.6,166.37,389405.62
2024,Maha,Carrot,Up country,Nuwara Eliya,Rainfed,0.377,73.1,179.2,13,15.646,5965.5,184.34,1099680.27
2022,Maha,Brinjal,Low country,Kalutara,Rainfed,1.046,165.3,127.6,15,8.517,8775.0,80.41,705597.75
2018,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.858,113.2,81.7,8,11.101,9503.4,48.9,464716.26
2016,Yala,Knol-khol,Up country,Kandy,Irrigated,0.984,136.2,150.2,14,21.413,21177.3,34.97,740570.18
2024,Maha,Ladies fingers,Low country,Gampaha,Irrigated,0.774,155.4,98.6,11,8.144,6452.2,98.91,638187.1
2019,Maha,Cabbage,Up country,Badulla,Irrigated,0.287,37.6,194.4,2,22.477,6340.1,83.69,530602.97
2017,Yala,Cabbage,Up country,Kandy,Rainfed,1.029,229.5,82.0,22,24.569,24687.6,44.56,1100079.46
2022,Maha,Bitter gourd,Low country,Ratnapura,Rainfed,0.19,27.9,152.7,18,10.217,2000.0,244.97,489940.0
2020,Yala,Capsicum,Low country,Kalutara,Irrigated,0.485,78.3,194.9,6,13.499,6699.5,155.86,1044184.07
2020,Maha,Ladies fingers,Low country,Gampaha,Rainfed,0.522,83.4,183.4,11,9.211,4888.3,69.08,337683.76
2024,Yala,Leeks,Up country,Kandy,Irrigated,0.671,86.5,82.5,22,28.047,18472.7,102.36,1890865.57
2023,Yala,Carrot,Up country,Kandy,Irrigated,0.353,47.3,172.3,18,28.05,9971.1,150.21,1497758.93
2022,Maha,Bean (green),Up country,Kandy,Irrigated,0.498,62.6,103.4,33,12.342,6121.7,123.82,757988.89
2016,Maha,Cabbage,Up country,Badulla,Irrigated,0.391,48.6,170.4,4,28.931,11546.0,51.35,592887.1
2018,Yala,Brinjal,Low country,Kurunegala,Irrigated,0.903,163.5,44.3,18,16.619,15027.4,41.71,626792.85
2020,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,0.194,34.4,67.9,4,14.663,2891.8,115.51,334031.82
2020,Maha,Leeks,Up country,Nuwara Eliya,Irrigated,0.14,20.3,213.5,1,25.221,3404.5,114.53,389917.38
2022,Yala,Carrot,Up country,Badulla,Rainfed,0.264,44.2,129.4,15,18.192,4969.4,168.0,834859.2
2016,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,0.419,80.0,178.0,1,14.305,5814.1,81.4,473267.74
2020,Yala,Capsicum,Low country,Ratnapura,Irrigated,1.186,189.9,114.5,4,7.293,8168.1,159.47,1302566.91
2024,Yala,Ash plantain,Low country,Kalutara,Rainfed,0.645,69.0,202.2,8,7.534,5080.7,109.14,554507.6
2021,Yala,Ash pumpkin,Low country,Ratnapura,Irrigated,0.804,129.0,165.5,15,16.316,12782.6,44.12,563968.31
2023,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.782,73.4,208.0,9,17.786,13892.4,47.2,655721.28
2018,Maha,Brinjal,Low country,Gampaha,Irrigated,0.211,34.4,246.7,8,12.185,2483.0,90.25,224090.75
2016,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.321,45.9,127.4,0,17.72,5641.1,36.42,205448.86
2018,Maha,Snake gourd,Low country,Gampaha,Irrigated,0.229,29.2,228.3,6,16.602,3886.8,67.79,263486.17
2021,Yala,Knol-khol,Up country,Badulla,Irrigated,0.3,39.0,183.2,7,13.137,3971.3,82.56,327870.53
2017,Maha,Red pumpkin,Low country,Kurunegala,Irrigated,0.292,54.8,208.6,36,15.815,4903.5,52.76,258708.66
2021,Yala,Ash plantain,Low country,Kurunegala,Irrigated,0.191,27.3,158.3,20,10.894,2118.5,90.55,191830.18
2016,Yala,Knol-khol,Up country,Kandy,Rainfed,0.953,149.2,196.7,19,10.097,9528.1,41.31,393605.81
2024,Maha,Tomato,Up country,Badulla,Rainfed,0.245,18.3,126.2,12,11.466,2809.3,175.37,492666.94
2016,Yala,Ash pumpkin,Low country,Ratnapura,Irrigated,0.181,39.4,196.9,0,12.371,2290.6,41.34,94693.4
2019,Maha,Knol-khol,Up country,Badulla,Irrigated,0.609,111.5,101.7,9,11.642,7182.1,51.2,367723.52
2018,Maha,Snake gourd,Low country,Kurunegala,Irrigated,0.274,16.4,162.9,4,12.433,3405.4,85.66,291706.56
2019,Yala,Bean (green),Up country,Nuwara Eliya,Rainfed,0.329,29.1,61.4,7,10.604,3459.7,117.39,406134.18
2016,Maha,Bitter gourd,Low country,Gampaha,Rainfed,0.33,53.7,262.7,6,8.267,2744.6,123.43,338765.98
2018,Maha,Radish,Up country,Nuwara Eliya,Rainfed,0.279,22.6,102.3,3,9.986,2699.3,49.75,134290.18
2019,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.334,61.2,107.2,20,10.676,3613.6,49.94,180463.18
2021,Yala,Beetroot,Up country,Kandy,Rainfed,1.424,98.4,157.8,9,18.669,24830.2,62.69,1556605.24
2022,Yala,Knol-khol,Up country,Kandy,Irrigated,0.826,120.0,213.9,4,18.646,15397.2,55.68,857316.1
2023,Maha,Capsicum,Low country,Kalutara,Rainfed,0.603,124.3,129.5,12,10.435,5987.2,226.41,1355561.95
2017,Yala,Snake gourd,Low country,Ratnapura,Irrigated,0.438,66.6,153.8,9,18.004,8360.0,63.57,531445.2
2017,Yala,Brinjal,Low country,Gampaha,Rainfed,0.847,150.9,266.5,17,9.785,7894.4,55.57,438691.81
2021,Yala,Ladies fingers,Low country,Gampaha,Irrigated,0.2,18.7,71.1,0,10.998,2210.8,86.17,190504.64
2024,Yala,Tomato,Up country,Badulla,Irrigated,0.098,13.5,215.7,16,26.719,2499.0,212.5,531037.5
2024,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.344,63.8,208.5,22,16.483,5585.3,100.79,562942.39
2020,Maha,Cucumber,Low country,Kurunegala,Rainfed,0.496,55.5,133.1,13,11.366,5434.1,48.78,265075.4
2018,Maha,Cabbage,Up country,Kandy,Rainfed,0.913,185.3,188.2,2,20.854,18910.5,57.57,1088677.49
2020,Maha,Luffa,Low country,Kalutara,Rainfed,0.569,53.6,112.5,20,8.23,4753.2,88.49,420610.67
2023,Yala,Ladies fingers,Low country,Kurunegala,Rainfed,0.324,57.0,106.4,12,8.313,2690.7,120.42,324014.09
2018,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,1.318,191.8,243.7,10,15.475,19454.8,33.22,646288.46
2017,Maha,Tomato,Up country,Badulla,Irrigated,0.149,17.5,160.6,14,15.873,2431.2,122.54,297919.25
2022,Maha,Capsicum,Low country,Kurunegala,Irrigated,0.25,43.2,105.4,2,13.372,3265.0,192.69,629132.85
2017,Maha,Ladies fingers,Low country,Kurunegala,Rainfed,0.336,39.3,193.1,12,8.45,2891.9,61.63,178227.8
2019,Maha,Leeks,Up country,Badulla,Irrigated,1.43,263.1,193.5,18,24.94,36181.1,50.8,1837999.88
2019,Yala,Ash pumpkin,Low country,Gampaha,Rainfed,0.258,44.4,69.7,17,10.344,2679.8,57.5,154088.5
2017,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.513,60.5,117.2,11,17.802,9180.9,40.02,367419.62
2021,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.307,24.2,233.8,19,28.112,8469.5,47.71,404079.84
2024,Maha,Ladies fingers,Low country,Kalutara,Irrigated,0.429,77.8,147.7,17,8.583,3840.2,108.99,418543.4
2016,Yala,Leeks,Up country,Nuwara Eliya,Irrigated,0.101,16.6,134.1,14,39.36,3903.8,73.56,287163.53
2022,Yala,Cucumber,Low country,Kalutara,Rainfed,0.388,77.2,187.8,17,14.275,5378.7,50.57,272000.86
2020,Yala,Cucumber,Low country,Kurunegala,Irrigated,0.358,57.0,69.2,0,11.786,4382.5,53.79,235734.68
2022,Maha,Ladies fingers,Low country,Ratnapura,Rainfed,0.331,67.8,153.1,23,8.155,2667.7,107.98,288058.25
2019,Yala,Luffa,Low country,Kurunegala,Irrigated,0.649,73.8,150.3,12,12.691,8708.1,73.8,642657.78
2017,Yala,Capsicum,Low country,Kalutara,Irrigated,0.358,28.9,158.2,15,7.693,2664.7,165.93,442153.67
2017,Maha,Bean (green),Up country,Kandy,Rainfed,0.146,17.9,154.8,6,10.677,1592.8,135.76,216238.53
2021,Maha,Knol-khol,Up country,Badulla,Rainfed,0.185,47.2,231.0,17,8.595,1610.1,105.1,169221.51
2024,Maha,Cucumber,Low country,Kurunegala,Irrigated,1.064,114.4,76.4,11,12.207,12924.7,48.72,629691.38
2022,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.602,86.8,133.3,15,13.683,8378.7,84.61,708921.81
2018,Maha,Bitter gourd,Low country,Kalutara,Irrigated,0.226,38.0,166.9,12,12.42,2846.9,149.43,425412.27
2023,Maha,Bitter gourd,Low country,Kurunegala,Irrigated,0.377,60.8,164.8,6,14.981,5754.6,182.57,1050617.32
2023,Yala,Cabbage,Up country,Kandy,Rainfed,0.429,52.8,121.6,0,20.219,9071.8,101.69,922511.34
2021,Yala,Cucumber,Low country,Kurunegala,Irrigated,3.319,401.4,228.0,9,10.418,35515.1,37.09,1317255.06
2018,Maha,Capsicum,Low country,Kurunegala,Rainfed,0.343,56.9,42.8,8,6.944,2289.8,193.29,442595.44
2018,Yala,Ash pumpkin,Low country,Kalutara,Irrigated,0.387,72.4,195.0,8,21.065,8265.8,49.29,407421.28
2016,Yala,Bean (green),Up country,Badulla,Rainfed,0.921,135.5,36.9,15,7.703,7193.8,96.61,694993.02
2017,Yala,Cabbage,Up country,Badulla,Irrigated,1.598,353.5,120.4,8,24.074,38515.6,39.84,1534461.5
2024,Yala,Radish,Up country,Kandy,Rainfed,0.134,24.6,147.0,9,13.364,1737.7,100.82,175194.91
2020,Maha,Red pumpkin,Low country,Ratnapura,Irrigated,0.85,124.1,174.2,14,8.602,7344.7,60.07,441196.13
2022,Yala,Capsicum,Low country,Kurunegala,Irrigated,0.962,204.4,132.0,19,8.568,8289.8,169.12,1401970.98
2019,Maha,Cucumber,Low country,Kurunegala,Irrigated,0.318,50.6,82.5,4,16.227,5190.4,42.3,219553.92
2024,Maha,Carrot,Up country,Badulla,Irrigated,1.189,163.2,139.8,0,26.03,30827.7,108.19,3335248.86
2016,Yala,Knol-khol,Up country,Badulla,Irrigated,0.434,80.1,101.3,16,10.995,5159.8,49.48,255306.9
2021,Maha,Cucumber,Low country,Gampaha,Irrigated,0.435,58.2,173.7,2,9.523,4148.0,58.68,243404.64
2022,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.112,18.3,183.8,12,13.385,1577.8,215.31,339716.12
2018,Yala,Cabbage,Up country,Kandy,Irrigated,0.156,15.3,167.8,8,25.57,4022.6,72.63,292161.44
2016,Yala,Brinjal,Low country,Gampaha,Irrigated,0.231,32.2,106.4,2,11.496,2618.8,55.36,144976.77
2019,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,0.651,81.1,169.3,17,14.676,10066.0,115.86,1166246.76
2018,Maha,Red pumpkin,Low country,Kalutara,Irrigated,0.121,13.1,60.2,22,14.12,1652.0,80.03,132209.56
2020,Maha,Tomato,Up country,Nuwara Eliya,Irrigated,0.076,12.1,173.7,14,13.89,1034.4,152.2,157435.68
2021,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.41,38.0,104.7,3,22.553,8861.2,47.12,417539.74
2023,Yala,Tomato,Up country,Kandy,Rainfed,0.547,83.6,238.8,12,19.021,10558.0,125.47,1324712.26
2017,Yala,Carrot,Up country,Badulla,Irrigated,0.689,49.0,146.7,11,24.27,17374.3,66.91,1162514.41
2020,Yala,Brinjal,Low country,Kurunegala,Irrigated,0.299,56.7,112.3,5,9.396,2749.5,90.78,249599.61
2023,Maha,Bitter gourd,Low country,Kurunegala,Irrigated,0.289,31.3,112.9,3,10.606,2973.7,220.15,654660.05
2023,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,1.456,203.6,194.7,18,22.208,32634.8,94.24,3075503.55
2019,Yala,Beetroot,Up country,Nuwara Eliya,Irrigated,0.146,24.4,221.8,4,18.264,2572.3,92.55,238066.37
2024,Yala,Ash plantain,Low country,Ratnapura,Irrigated,0.242,34.0,111.0,1,11.992,2993.4,98.3,294251.22
2018,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,2.18,367.9,99.7,21,28.199,60874.2,42.98,2616373.12
2016,Yala,Leeks,Up country,Kandy,Rainfed,1.48,279.3,130.7,12,24.131,37332.6,48.11,1796071.39
2018,Maha,Radish,Up country,Kandy,Irrigated,0.128,22.4,139.9,13,12.921,1620.1,65.02,105338.9
2017,Yala,Tomato,Up country,Kandy,Irrigated,0.635,94.8,108.4,10,18.718,12674.2,71.15,901769.33
2016,Maha,Cabbage,Up country,Badulla,Irrigated,0.138,17.5,139.4,12,21.672,2969.8,81.47,241949.61
2018,Maha,Ash pumpkin,Low country,Kalutara,Irrigated,0.271,48.4,185.3,11,20.57,5715.9,45.64,260873.68
2016,Maha,Tomato,Up country,Kandy,Irrigated,0.254,37.3,144.4,0,16.306,4035.7,93.92,379032.94
2019,Yala,Brinjal,Low country,Gampaha,Irrigated,1.176,153.7,126.3,7,10.163,11013.1,69.77,768383.99
2024,Yala,Radish,Up country,Badulla,Rainfed,0.308,25.0,123.5,18,20.344,6110.3,66.09,403829.73
2017,Yala,Bitter gourd,Low country,Gampaha,Irrigated,0.167,30.5,176.2,10,11.366,1931.4,151.75,293089.95
2023,Maha,Snake gourd,Low country,Gampaha,Irrigated,1.629,327.5,238.1,12,14.935,22560.1,68.03,1534763.6
2016,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.613,115.8,107.6,6,12.71,8052.8,47.73,384360.14
2016,Maha,Beetroot,Up country,Kandy,Rainfed,0.531,73.2,137.2,4,12.035,6587.6,59.69,393213.84
2017,Yala,Brinjal,Low country,Ratnapura,Irrigated,0.385,60.9,89.5,14,10.629,4266.2,54.0,230374.8
2023,Yala,Ash plantain,Low country,Kalutara,Irrigated,0.504,77.4,269.7,11,14.415,6857.0,82.51,565771.07
2016,Maha,Ash plantain,Low country,Kurunegala,Irrigated,0.539,88.6,230.3,20,10.306,5462.0,48.07,262558.34
2020,Yala,Red pumpkin,Low country,Gampaha,Rainfed,0.606,63.4,88.5,11,10.661,6524.8,68.36,446035.33
2023,Maha,Leeks,Up country,Badulla,Rainfed,0.43,71.5,170.2,0,16.586,7017.3,129.16,906354.47
2022,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.14,23.3,127.9,6,18.471,2624.5,123.05,322944.72
2021,Yala,Ladies fingers,Low country,Kurunegala,Irrigated,0.626,101.1,51.6,0,10.621,6484.7,64.87,420662.49
2022,Maha,Luffa,Low country,Ratnapura,Irrigated,0.61,91.7,203.3,20,17.646,10678.5,96.99,1035707.72
2021,Maha,Capsicum,Low country,Kurunegala,Irrigated,0.616,122.2,178.6,25,9.361,6004.7,179.15,1075742.0
2023,Yala,Capsicum,Low country,Kalutara,Irrigated,4.727,784.1,267.0,6,7.25,34700.2,134.15,4655031.83
2016,Yala,Knol-khol,Up country,Kandy,Rainfed,0.198,31.3,163.6,11,16.851,3392.3,51.52,174771.3
2017,Yala,Ladies fingers,Low country,Kurunegala,Irrigated,0.175,27.9,148.4,13,7.67,1314.7,81.01,106503.85
2017,Yala,Tomato,Up country,Kandy,Irrigated,0.333,39.4,208.9,0,20.347,6394.7,84.88,542782.14
2018,Yala,Bitter gourd,Low country,Ratnapura,Irrigated,0.506,62.3,121.3,5,15.292,7940.1,113.82,903742.18
2017,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,0.157,26.0,126.8,18,11.781,1948.2,138.07,268987.97
2018,Yala,Luffa,Low country,Ratnapura,Irrigated,1.169,156.2,251.5,6,9.967,11491.9,69.25,795814.08
2022,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.292,44.7,177.1,9,12.861,3898.2,79.33,309244.21
2022,Yala,Brinjal,Low country,Kurunegala,Irrigated,0.292,43.9,150.0,14,13.508,3868.2,90.0,348138.0
2016,Yala,Ash plantain,Low country,Kalutara,Rainfed,0.519,77.3,146.8,16,9.892,5175.0,40.58,210001.5
2021,Yala,Bitter gourd,Low country,Gampaha,Irrigated,0.238,26.8,123.5,20,11.38,2714.0,162.33,440563.62
2023,Yala,Cucumber,Low country,Kurunegala,Irrigated,1.612,279.1,98.7,13,15.458,25687.1,39.93,1025685.9
2023,Maha,Knol-khol,Up country,Nuwara Eliya,Rainfed,0.088,11.2,171.5,4,11.408,990.8,134.92,133678.74
2021,Yala,Ladies fingers,Low country,Kurunegala,Rainfed,0.35,38.1,105.0,18,6.957,2328.1,75.02,174654.06
2018,Maha,Bitter gourd,Low country,Kalutara,Rainfed,0.53,33.1,208.1,15,9.591,4988.3,122.63,611715.23
2021,Maha,Snake gourd,Low country,Kalutara,Irrigated,0.127,23.4,17.8,0,10.655,1421.6,132.87,188887.99
2023,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,1.748,312.7,127.2,9,18.792,32169.2,52.26,1681162.39
2024,Maha,Red pumpkin,Low country,Kurunegala,Irrigated,0.466,48.3,165.0,12,13.884,6292.9,93.77,590085.23
2021,Yala,Brinjal,Low country,Kalutara,Irrigated,0.392,57.5,226.2,7,11.341,4652.6,86.28,401426.33
2023,Yala,Cucumber,Low country,Ratnapura,Irrigated,1.187,170.2,98.0,21,16.107,18684.6,37.82,706651.57
2022,Yala,Ash pumpkin,Low country,Kalutara,Rainfed,0.968,106.3,193.7,13,10.949,10374.9,44.26,459193.07
